Type de terminal;Lieu;Service;Indicateur;Usage;Bouygues Telecom;Bouygues Telecom Precision statistique;Free Mobile;Free Mobile Precision statistique;Orange;Orange Precision statistique;SFR;SFR Precision statistique;Moyenne;Moyenne Precision statistique
2G/3G/4G;Lieux de vie / Zone rurale;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'exterieur des batiments;0.719197707736;0.0333390201591;0.441260744986;0.0368366899915;0.813753581662;0.0288814359102;0.776504297994;0.0309054363605;0.687679083095;0.017190630566100002
2G/3G;Lieux de vie / Zone rurale;Telechargement de fichier;Debit moyen;A l'exterieur des batiments;3.42507535817;;2.47257679083;;4.77858481375;;3.09695386819;;3443.29770774;
2G/3G/4G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;A l'interieur des batiments;0.911266201396;0.0175983833177;0.915254237287999;0.0172359599105;0.957128614158;0.0125364483619;0.926221335992;0.016178132525800002;0.927467597208;0.00802584955016
2G/3G/4G;Transports / TGV;SMS;Taux de SMS recus en moins de 10s;En train;0.635435969418999;0.0260641297835;0.621468348932;0.026265219261;0.818075605286;0.0208911628282;0.722880006815;0.0242374797937;0.699464982612999;0.0124142634467
2G/3G/4G;Lieux de vie / Toutes zones;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'exterieur des batiments;0.8688688688689991;0.0148009077434;0.65965965966;0.020776625277;0.9299299299299991;0.0111930828453;0.88988988989;0.013725875782200001;0.837087087087;0.00809638980857
2G/3G/4G;Lieux de vie / Toutes zones;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur et a l'exterieur;0.824824824825;0.0117865755913;0.634634634635;0.0149312468956;0.909409409409;0.00890003615812;0.854281422133;0.0109402802428;0.805787572751;0.00613323067099
2G/3G;Lieux de vie / Toutes zones;Envoi de fichier;Taux de fichiers de 2 Mo envoyés en moins de 2 min;A l'interieur et a l'exterieur;0.789289289289;0.012645380870700001;0.865365365365;0.010583971374999002;0.854354354354;0.0109380089655;0.771156735103;0.0130259947691;0.820041436028;0.00595586254862
2G/3G/4G;Lieux de vie / Zone intermediaire;Telechargement de fichier;Debit moyen;A l'interieur et a l'exterieur;17.4340740323;;14.2480682258;;28.87031;;10.7355125806;;17821.9912097;
2G/3G/4G;Lieux de vie / Zone dense;Appels vocaux;Taux d'appels maintenus pendant 2 min;En voiture;0.970588235294;0.0179595175409;0.952941176471;0.0225097251525;0.991176470588;0.00994061545068;0.976470588235;0.0161120845098;0.972794117647;0.00864626402057
2G/3G/4G;Transports / Metro;SMS;Taux de SMS recus en moins de 10s;En train;0.794329535689;0.0221257692424;0.850299596511;0.0195303277145;0.857464779928;0.019137327953;0.711859681904;0.0247919834035;0.803488398508;0.0108759190337
2G/3G/4G;Lieux de vie / Toutes zones;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur des batiments;0.780780780781;0.018143311121;0.60960960961;0.0213938102208;0.888888888889;0.0137820925323;0.818637274549;0.0168978889539;0.774479138457;0.00916391188667
2G/3G;Lieux de vie / Toutes zones;Telechargement de fichier;Debit moyen;A l'interieur et a l'exterieur;6.58247512513;;2.86355545546;;8.00598583584;;5.56444371557;;5754.115033;
2G/3G/4G;Lieux de vie / Zone rurale;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur des batiments;0.524016203704;0.0166575261456;0.488425925926;0.016672306236;0.659722222221999;0.0158029953269;0.601741654572;0.0163278702883;0.568476501605999;0.00825981935383
2G/3G/4G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus pendant 2 min;En voiture;0.939303482587;0.0147624314301;0.945273631841;0.014062098189999001;0.96815920398;0.0108552139612;0.952191235059999;0.0131979070978;0.951231888367;0.00665898809397
2G/3G/4G;Transports / Autres grandes lignes;SMS;Taux de SMS recus en moins de 10s;En train;0.692674945882;0.0252862555209;0.669744176435;0.0257751092271;0.756939222163;0.023507624538800002;0.772834038281;0.0229633660515;0.723048095691;0.012262430942700001
2G/3G/4G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur des batiments;0.964743589744;0.0204646240479;0.990384615385;0.0108283939465;0.990384615385;0.0108283939465;0.980769230769;0.0152391421012;0.981570512820999;0.0074621874738000004
2G/3G/4G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;En voiture;0.790960451976999;0.0423590346256;0.796610169492;0.0419316527588;0.861581920904;0.035974862111999004;0.813031161473;0.0406730676829;0.815545925961;0.0202090635072
2G/3G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'exterieur des batiments;0.931818181818;0.0263320468338;0.963068181818;0.0197021491017;0.9687500000000001;0.0181767238069;0.926136363635999;0.0273235767997;0.947443181818;0.0116559013684
2G/3G/4G;Lieux de vie / Zone intermediaire;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'exterieur des batiments;0.8;0.044528207805;0.574193548387;0.055044064789100004;0.964516129032;0.0205942256675;0.777419354838999;0.0463069947896;0.779032258065;0.023093373955500002
2G/3G/4G;Lieux de vie / Toutes zones;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur des batiments;0.751565972924;0.00851439366119;0.667138237672;0.00928548306719;0.84247751844;0.00717819189705;0.775642322476;0.00821988702241;0.759206012877999;0.00421247439794
2G/3G/4G;Lieux de vie / Zone dense;Telechargement de fichier;Debit moyen;A l'interieur et a l'exterieur;32.1098708824;;18.7614539706;;47.6688641176;;21.0600923529;;29900.0703309;
2G/3G/4G;Lieux de vie / Zone rurale;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'interieur des batiments;0.364872685185;0.0160562134459;0.3359375;0.0157534537447;0.475405092593;0.0166565867518;0.432510885341;0.0165241584185;0.402181540779999;0.00817725973855
2G/3G/4G;Lieux de vie / Zone intermediaire;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur et a l'exterieur;0.870967741934999;0.0186593028117;0.732258064516;0.0246453794848;0.967741935484;0.0098343160726;0.874193548387;0.0184586733252;0.861290322581;0.00961929841258
2G/3G;Lieux de vie / Zone dense;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;En voiture;0.970588235294;0.0179595175409;0.958823529412;0.021120807273800002;0.976470588235;0.0161120845098;0.961764705882;0.0203837107653;0.966911764705999;0.00950641659179
2G/3G/4G;Lieux de vie / Zone dense;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'exterieur des batiments;0.991176470588;0.00994061545068;0.982352941176;0.013995439925;0.997058823529;0.00575622213106;0.994117647059;0.00812851186062;0.991176470588;0.00497030772534
2G/3G/4G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;En voiture;0.918407960199;0.0169244574536;0.934328358209;0.0153148145643;0.949253731343;0.0135695752619;0.92828685259;0.0159598831202;0.932569225585;0.0077529446216
2G/3G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'interieur, a l'exterieur et en voiture;0.865940312648;0.0205405305914;0.910468972051;0.017212261603;0.896731406916;0.018345683559;0.861676930365;0.0208131646389;0.883704405495;0.00966326130856
2G/3G/4G;Lieux de vie / Toutes zones;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'exterieur des batiments;0.832878650095999;0.00735030961919;0.713246438315;0.00890990384847;0.900171769223;0.0059059284691000006;0.859971711457;0.00683673543761;0.826567142273;0.00372969711103
2G/3G;Lieux de vie / Zone intermediaire;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'interieur et a l'exterieur;0.623924687551;0.0120957823771;0.579289076449;0.0123273586299;0.624573932803;0.0120916232288;0.562408699886;0.0123877040594;0.597549099171999;0.00612271044415
2G/3G;Lieux de vie / Zone dense;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur et a l'exterieur;0.879411764706;0.024476550960400002;0.532352941176;0.0375025283088;0.927941176470999;0.0194359342822;0.813235294118;0.0292925465282;0.788235294118;0.015354170097600001
2G/3G;Lieux de vie / Toutes zones;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur des batiments;0.605605605606;0.0303101429917;0.404404404404;0.0304376663702;0.75975975976;0.0264965113036;0.573146292584999;0.030676086086;0.585729015589;0.0152752493013
2G/3G;Lieux de vie / Toutes zones;Telechargement de fichier;Debit moyen;A l'exterieur des batiments;7.08477577578;;3.11403223223;;8.58868048048;;6.04780760761;;6208.82402402;
2G/3G;Lieux de vie / Zone dense;Envoi de fichier;Debit moyen;A l'interieur des batiments;1.72124;;1.07913970588;;1.78758882353;;1.48699029412;;1518.73970588;
2G/3G/4G;Lieux de vie / Zone rurale;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'exterieur des batiments;0.659426585577999;0.0158063159576;0.532869968144;0.016640699494;0.769475818129;0.0140474596675;0.721771858714999;0.014946605122999002;0.670886057641;0.00783627356958
2G/3G;Lieux de vie / Toutes zones;Envoi de fichier;Debit moyen;A l'interieur des batiments;1.25708878879;;0.934124424424;;1.32701141141;;1.03575791583;;1138.49563511;
2G/3G;Lieux de vie / Toutes zones;Envoi de fichier;Debit moyen;A l'interieur et a l'exterieur;1.43333193193;;1.0281527027;;1.46522012012;;1.16618157236;;1273.22158178;
2G/3G/4G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus pendant 2 min;En voiture;0.889830508475;0.0326166053418;0.915254237287999;0.0290124437057;0.926553672315999;0.0271753267194;0.895184135977;0.0319549701808;0.906705638514;0.0151543986656
2G/3G/4G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'interieur des batiments;0.929212362911;0.0158723708632;0.959122632104;0.0122541766386;0.960119641077;0.0121101022775;0.9481555334;0.013721342410500001;0.949152542373;0.00679795426461
2G/3G/4G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;A l'exterieur des batiments;0.967948717949;0.0195446389378;0.955128205128;0.0229718689582;0.99358974359;0.00885564146434;0.974358974359;0.0175390459396;0.972756410256;0.00903198058213
2G/3G/4G;Lieux de vie / Zone intermediaire;SMS;Taux de SMS recus en moins de 30s;A l'interieur et a l'exterieur;0.951923076922999;0.0167854518541;0.958333333333;0.015678931142300002;0.980769230769;0.0107757007192;0.979166666667;0.011206538;0.967548076922999;0.00695168807359
2G/3G;Lieux de vie / Zone rurale;Envoi de fichier;Taux de fichiers de 2 Mo envoyés en moins de 2 min;A l'interieur des batiments;0.498567335244;0.0371066875115;0.684813753582;0.0344789341101;0.621776504298;0.0359894633624;0.57183908046;0.0367218366035;0.594249168396;0.018220822203
2G/3G/4G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'exterieur des batiments;0.961155378486;0.0119522993678;0.975099601594;0.0096386642481;0.984047856431;0.00775395434357;0.962151394421999;0.011804181095200001;0.970613557733;0.00522408191826
2G/3G/4G;Lieux de vie / Zone intermediaire;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'exterieur des batiments;0.777419354838999;0.0463069947896;0.538709677419;0.055493202032200005;0.948387096774;0.024629023160600002;0.735483870967999;0.049100722232700005;0.75;0.0241015994651
2G/3G/4G;Lieux de vie / Zone rurale;Telechargement de fichier;Debit moyen;A l'interieur et a l'exterieur;5.534452149;;3.54351260745;;9.48879627507;;4.84390760402;;5852.66715888;
2G/3G;Lieux de vie / Zone intermediaire;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur des batiments;0.8;0.031486197693;0.758064516128999;0.0337103371125;0.935483870968;0.0193380433545;0.767741935483999;0.033239406408100004;0.815322580645;0.0152722092112
2G/3G/4G;Transports / Autoroutes;SMS;Taux de SMS recus en moins de 30s;En voiture;0.861821886192;0.018759133958600002;0.858008830421;0.0189740893867;0.956524694182;0.0110854623497;0.969140923985;0.00940089757132;0.911374083695;0.00772472639689
2G/3G;Lieux de vie / Toutes zones;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'interieur et a l'exterieur;0.576184702435;0.00688471381426;0.526422148126;0.00695631891473;0.564463978984;0.00690791320202;0.543014557218;0.00694022635468;0.552521346691;0.00346375696744
2G/3G/4G;Lieux de vie / Zone intermediaire;Envoi de fichier;Debit moyen;A l'interieur des batiments;4.8459716129;;3.04363774194;;7.04277645161;;3.9551116129;;4721.87435484;
2G/3G;Lieux de vie / Zone rurale;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur des batiments;0.32664756447;0.0492220721938;0.269340974212;0.0465594191092;0.527220630372;0.0523991714516;0.367816091954;0.0506099658784;0.372756315252;0.0253746243306
2G/3G/4G;Lieux de vie / Zone rurale;SMS;Taux de SMS recus en moins de 10s;A l'exterieur des batiments;0.846590909091;0.037648448894;0.900568181818;0.0312612060815;0.914772727273;0.029169611124200003;0.852272727273;0.0370684456239;0.878551136364;0.0170621986559
2G/3G/4G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'interieur, a l'exterieur et en voiture;0.882046423495999;0.0194455332083;0.923259118901;0.0160469969927;0.923660502608;0.0160160326988;0.887677725118;0.0190451640825;0.904162103428999;0.00887530142978
2G/3G/4G;Lieux de vie / Zone dense;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur des batiments;0.911764705882;0.030149434457800002;0.564705882353;0.0527010378396;0.961764705882;0.0203837107653;0.858823529412;0.03701261248;0.824264705882;0.0202278379423
2G/3G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus pendant 2 min;En voiture;0.977491961414999;0.0164854687191;0.96463022508;0.020529220421999003;0.987138263666;0.012523181393600001;0.970967741935;0.0186903757771;0.975057048024;0.00866980731064
2G/3G/4G;Transports / Metro;SMS;Taux de SMS recus en moins de 30s;En train;0.854200049237;0.0193183728353;0.924047418001;0.0145020854178;0.931320564739999;0.0138444278673;0.919389458549;0.014902452213;0.907239372631999;0.00794007942134
2G/3G;Lieux de vie / Zone rurale;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'interieur et a l'exterieur;0.34670487106;0.0353071808201;0.281831187411;0.0333761436508;0.553008595989;0.0368844988241;0.380200860832;0.0360130904941;0.390436378823;0.0180960181282
2G/3G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'interieur des batiments;0.9222333001;0.0165738284593;0.945164506481;0.014089324937700001;0.944167497507;0.0142093324318;0.927218344965;0.0160770949309;0.934695912263;0.00764506116471
2G/3G/4G;Lieux de vie / Zone dense;SMS;Taux de SMS recus en moins de 30s;A l'interieur des batiments;0.967647058823999;0.0188075397053;0.985294117647;0.012795141748;0.982352941176;0.013995439925;1.0;0.0;0.983823529412;0.0067048197346000005
2G/3G/4G;Lieux de vie / Zone intermediaire;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'interieur des batiments;0.687096774194;0.051616576872400004;0.477419354839;0.055603470062400004;0.883870967742;0.0356648221283;0.664516129032;0.0525610231321;0.678225806452;0.0260020739658
2G/3G/4G;Lieux de vie / Zone dense;Envoi de fichier;Debit moyen;A l'interieur et a l'exterieur;9.78214691176;;6.24256044118;;12.9866227941;;7.22075705882;;9058.02180147;
2G/3G;Lieux de vie / Zone rurale;Chargement de page web;Taux de pages web chargées en moins de 5s;A l'exterieur des batiments;0.422164351851999;0.016466911409;0.458622685185;0.0166129591691;0.44704861111099903;0.0165763938181;0.448784722222;0.0165824562271;0.444155092593;0.0082829177217
2G/3G;Lieux de vie / Toutes zones;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur des batiments;0.7457457457459991;0.0190959902308;0.644644644645;0.020989606624100002;0.864864864865;0.014992392538900001;0.778557114228;0.0182091126355;0.758453092371;0.00938529192788
2G/3G/4G;Lieux de vie / Toutes zones;SMS;Taux de SMS recus en moins de 30s;A l'interieur et a l'exterieur;0.921734795613;0.0117537908937;0.959641255605;0.00861004980129;0.96163428002;0.00840347727001;0.958146487294;0.00876121418771;0.950292761927999;0.00475464358253
2G/3G/4G;Lieux de vie / Toutes zones;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'exterieur des batiments;0.718718718719;0.0278854443339;0.479959919839999;0.0309847908906;0.852852852852999;0.0219705359744;0.700700700701;0.028401861229;0.688058048028;0.0143663721317
2G/3G;Lieux de vie / Toutes zones;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur et a l'exterieur;0.763766798019999;0.00591789931332;0.713296958674;0.00630039897437;0.836364554916;0.005154104463999;0.750050545896;0.00603237148045;0.765869714375999;0.00294980268002
2G/3G/4G;Lieux de vie / Zone rurale;Telechargement de fichier;Debit moyen;A l'exterieur des batiments;6.43812550143;;4.40984097421;;11.1900191977;;5.23251318052;;6817.62471347;
2G/3G;Lieux de vie / Toutes zones;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur et a l'exterieur;0.65015015015;0.020912502646500002;0.44072036018;0.0217697975987;0.799299299299;0.0175625466123;0.615423134701999;0.0213322574324;0.626398236082999;0.0106061571035
2G/3G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur des batiments;0.964743589744;0.0204646240479;0.977564102564;0.0164332370501;0.983974358974;0.013934082265400001;0.967948717949;0.0195446389378;0.973557692307999;0.00890183012349
2G/3G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'exterieur des batiments;0.96812749004;0.0108658479569;0.979083665338999;0.00885201025588;0.984063745019999;0.00774629381715;0.964143426294999;0.0115012337786;0.973854581673;0.0049351922207000005
2G/3G/4G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur, a l'exterieur et en voiture;0.948023912321;0.0079275689263;0.966456326802;0.00643020788228;0.973089700997;0.00578011385733;0.960637767813;0.00694576973478;0.962051914503;0.00341215562921
2G/3G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;En voiture;0.96463022508;0.020529220421999003;0.945337620579;0.0252646690536;0.983922829582;0.013978520356;0.964516129032;0.0205942256675;0.964601701068;0.0102727262479
2G/3G;Lieux de vie / Zone dense;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'interieur des batiments;0.797058823529;0.0427510599209;0.438235294118;0.0527408972142;0.858823529412;0.03701261248;0.752941176471;0.045845564170600005;0.711764705882;0.0240729005103
2G/3G/4G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'interieur des batiments;0.871794871795;0.0349753739664;0.91452991453;0.0292488328238;0.908831908831999;0.0301138114845;0.880341880342;0.0339546518289;0.893874643874999;0.0161109224353
2G/3G/4G;Lieux de vie / Zone rurale;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur des batiments;0.558739255014;0.036849890740900004;0.383954154728;0.0360935972176;0.747851002865;0.0322270184841;0.672413793103;0.0348309304297;0.590739551427999;0.0182453366944
2G/3G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;En voiture;0.838983050847;0.0382883658312;0.847457627119;0.0374549037683;0.884180790959999;0.033336137245500004;0.802259887006;0.0414915222248;0.843220338983;0.0189382498544
2G/3G;Lieux de vie / Zone dense;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur, a l'exterieur et en voiture;0.987254901961;0.00688402161268;0.985784313725;0.00726492026782;0.992156862745;0.00541366108002;0.98431372549;0.00762575172144;0.98737745098;0.00342563530002
2G/3G/4G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus pendant 2 min;En voiture;0.961414790997;0.0214063048018;0.971061093247999;0.0186311736654;0.990353697749;0.0108630423693;0.990353697749;0.0108630423693;0.978295819936;0.00809753198283
2G/3G/4G;Lieux de vie / Toutes zones;SMS;Taux de SMS recus en moins de 30s;A l'interieur des batiments;0.898203592814;0.0187230169151;0.952143569292;0.0132107348589;0.952143569292;0.0132107348589;0.9481555334;0.013721342410500001;0.9376714036399991;0.00748167346129
2G/3G;Lieux de vie / Zone rurale;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur des batiments;0.489435600579;0.0166748628372;0.535745296671;0.0166359101991;0.617366136035;0.0162125874372;0.556458635704;0.0165719164493;0.549751417246999;0.00829790747797
2G/3G/4G;Lieux de vie / Zone rurale;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur des batiments;0.34670487106;0.0499497874949;0.240687679082999;0.0448679385347;0.538681948424;0.0523197185303;0.442528735632;0.0521291861445;0.392150808549999;0.025620844854
2G/3G/4G;Transports / Autres grandes lignes;Chargement de page web;Taux de pages web chargées en moins de 10s;En train;0.64498614704;0.00789625544412;0.408574766677999;0.00811164697325;0.699446937319;0.00756591244527;0.613086536863999;0.00803694796314;0.591523596975;0.00405567246121
2G/3G;Lieux de vie / Zone rurale;Telechargement de fichier;Taux de fichiers de 10 Mo reçus en moins de 2 min;A l'interieur et a l'exterieur;0.598853868195;0.0257159684861;0.508595988539;0.0262299199308;0.75787965616;0.0224753734479;0.680057388809;0.0244737193335;0.636346725426;0.012619780855700001
2G/3G/4G;Lieux de vie / Zone rurale;Envoi de fichier;Taux de fichiers de 2 Mo envoyés en moins de 2 min;A l'exterieur des batiments;0.716332378223;0.0334418684929;0.776504297994;0.0309054363605;0.787965616046;0.0303239058709;0.739255014327;0.0325711792205;0.755014326648;0.0159531447059
2G/3G/4G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;A l'exterieur des batiments;0.941235059761;0.0145478030276;0.926294820717;0.0161626599679;0.980059820538;0.00865159993248;0.949203187251;0.013582729146800001;0.949198222067;0.00679252445168
2G/3G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;A l'interieur des batiments;0.899302093718999;0.018623814081;0.897308075773;0.0187864421241;0.924227318046;0.0163776405455;0.900299102692;0.018541657176400002;0.905284147556999;0.00906106828017
2G/3G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'exterieur des batiments;0.965139442231;0.0113462255566;0.975099601594;0.0096386642481;0.980079681275;0.00864307037487;0.962151394421999;0.011804181095200001;0.970617529879999;0.0052230891207000005
2G/3G;Lieux de vie / Zone dense;Envoi de fichier;Taux de fichiers de 2 Mo envoyés en moins de 2 min;A l'interieur des batiments;0.917647058824;0.020662316546200002;0.902941176471;0.0222509652581;0.938235294118;0.0180937125643;0.852941176471;0.026619917125900002;0.902941176471;0.011125482629
2G/3G;Lieux de vie / Zone rurale;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'exterieur des batiments;0.432664756447;0.0519617184966;0.342857142857;0.0497822315672;0.65329512894;0.049914019651100004;0.458452722063;0.0522580656846;0.471817437577;0.026178025819
2G/3G/4G;Lieux de vie / Zone intermediaire;Telechargement de fichier;Debit moyen;A l'exterieur des batiments;18.4908567742;;16.42403;;32.5336219355;;11.7723793548;;19805.2220161;
2G/3G/4G;Lieux de vie / Zone rurale;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;A l'exterieur des batiments;0.880681818182;0.0338647261701;0.869318181818;0.0352112712758;0.957264957264999;0.0211597564618;0.897727272727;0.0316546027592;0.901248057498;0.0155884888642
2G/3G/4G;Transports / TGV;SMS;Taux de SMS recus en moins de 30s;En train;0.753296151352;0.0233448592668;0.757458661932;0.023210942531;0.915398629608;0.0150700346697;0.885101077688;0.0172693040502;0.827813630145;0.0102224759936
2G/3G;Lieux de vie / Toutes zones;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'interieur des batiments;0.714790866842;0.00889627934698;0.677005455648;0.00921363232313;0.803596686198999;0.00782763693723;0.70661407767;0.00897114710427;0.72550177159;0.00439639004407
2G/3G/4G;Transports / Autoroutes;Appels vocaux;Taux d'appels maintenus pendant 2 min;En voiture;0.893479327167;0.0170548395217;0.809808716753;0.0216957646176;0.932987587376999;0.0138230536123;0.888475884988;0.0174018590898;0.881187879070999;0.00894382037722
2G/3G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio correcte;A l'interieur, a l'exterieur et en voiture;0.936565924942;0.00870480546329;0.950182663567;0.0077700245414;0.956492859515;0.00728533830724;0.935392791895;0.00878088299281;0.944658270477;0.00408300907783
2G/3G/4G;Lieux de vie / Toutes zones;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite correcte;A l'interieur des batiments;0.652652652653;0.0295291347901;0.434434434434;0.030741940356200002;0.793793793794;0.0250918331391;0.658316633267;0.0294141977739;0.634799378537;0.0149307519331
2G/3G;Lieux de vie / Zone intermediaire;Streaming video;Taux de videos 720p de 2 min visionnees avec une qualite parfaite;A l'interieur et a l'exterieur;0.662903225806;0.0372102502767;0.462903225806;0.0392492716762;0.86935483871;0.026528056213;0.58064516129;0.038842436236800004;0.643951612903;0.0188456603625
2G/3G/4G;Lieux de vie / Toutes zones;Telechargement de fichier;Debit moyen;A l'interieur des batiments;17.4705004004;;10.1918039039;;26.1455239239;;11.3623471944;;16292.5438557;
2G/3G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus pendant 2 min;En voiture;0.937313432836;0.0149865858146;0.93631840796;0.015097039016300001;0.955223880597;0.012786416654700001;0.924302788845;0.0163619961597;0.938289627559;0.00743951475941
2G/3G/4G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus 2 min et de qualite audio parfaite;A l'interieur des batiments;0.945512820513;0.0251860260959;0.967948717949;0.0195446389378;0.987179487179;0.0124833036388;0.958333333333;0.022173357065;0.964743589744;0.0102323120239
2G/3G;Lieux de vie / Toutes zones;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur des batiments;0.930209371884;0.01576865;0.962113659023;0.011815718257800001;0.951146560319;0.0133406472001;0.936191425723;0.015126116986900001;0.944915254237;0.00705972385783
2G/3G/4G;Lieux de vie / Zone rurale;SMS;Taux de SMS recus en moins de 10s;A l'interieur et a l'exterieur;0.801994301994;0.029478949336800002;0.881934566145;0.0238538220324;0.883357041252;0.023728801870700002;0.806543385491;0.0292000817591;0.843472073995;0.0134325021322
2G/3G/4G;Lieux de vie / Zone intermediaire;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'exterieur des batiments;0.990384615385;0.0108283939465;0.990384615385;0.0108283939465;0.99358974359;0.00885564146434;0.990384615385;0.0108283939465;0.991185897435999;0.00518579549054
2G/3G;Lieux de vie / Zone dense;Appels vocaux;Taux d'appels maintenus pendant 2 min;A l'interieur des batiments;0.985294117647;0.012795141748;0.991176470588;0.00994061545068;0.994117647059;0.00812851186062;0.988235294117999;0.011461391042700001;0.9897058823529991;0.00536456184738
2G/3G;Lieux de vie / Zone intermediaire;Chargement de page web;Taux de pages web chargées en moins de 10s;A l'exterieur des batiments;0.852597402597;0.0125200275322;0.799350649351;0.0141438700806;0.935714285714;0.00866182848637;0.806818181818;0.0139428538795;0.848620129869999;0.00632909254819
